"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"","",,,"s",0.478,,"space",0.191,,3,"brown_gnome",3,2,"bright_forest","red_basket","blue_gnome",3,1,"dark_forest","yellow_basket",2,0,0,1,"brown_gnome","bright_forest","red_basket",581,-2,-2,31,1,125,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"","",,,"s",0.5234,,"space",0.3436,,4,"red_gnome",4,1,"dark_forest","yellow_basket","purple_gnome",4,0,"bright_forest","red_basket",1,0,0,1,"red_gnome","dark_forest","yellow_basket",582,-1,-1,31,2,126,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"","",,,"k",0.5721,,"space",0.5925,,4,"red_gnome",4,0,"dark_forest","yellow_basket","purple_gnome",4,1,"bright_forest","red_basket",1,0,0,1,"purple_gnome","bright_forest","red_basket",583,1,4,31,3,127,3,1,"space",91.7026,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"","",,,"",,,"",,,1,"yellow_gnome",1,2,"bright_forest","red_basket","orange_gnome",1,4,"dark_forest","yellow_basket",0,1,0,0,"","bright_forest","red_basket",583,1,0,32,0,128,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"","",,,"s",0.6401,,"space",0.3295,,4,"purple_gnome",4,3,"bright_forest","red_basket","red_gnome",4,4,"dark_forest","yellow_basket",3,0,0,1,"purple_gnome","bright_forest","red_basket",586,1,-3,32,1,129,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"","",,,"s",0.8228,,"space",0.1962,,3,"blue_gnome",3,1,"dark_forest","yellow_basket","brown_gnome",3,4,"bright_forest","red_basket",1,0,0,1,"blue_gnome","dark_forest","yellow_basket",587,1,3,32,2,130,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"","",,,"k",0.7591,,"space",0.4649,,4,"red_gnome",4,4,"dark_forest","yellow_basket","purple_gnome",4,5,"bright_forest","red_basket",5,0,0,1,"purple_gnome","bright_forest","red_basket",592,1,3,32,3,131,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"","",,,"s",0.6238,,"space",0.2897,,3,"brown_gnome",3,6,"bright_forest","red_basket","blue_gnome",3,7,"dark_forest","yellow_basket",6,0,0,1,"brown_gnome","bright_forest","red_basket",598,-1,0,33,0,132,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"","",,,"k",0.8233,,"space",0.493,,2,"pink_gnome",2,7,"dark_forest","yellow_basket","green_gnome",2,5,"bright_forest","red_basket",5,0,0,1,"green_gnome","bright_forest","red_basket",603,1,-1,33,1,133,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"","",,,"k",0.6795,,"space",0.2883,,3,"blue_gnome",3,6,"dark_forest","yellow_basket","brown_gnome",3,6,"bright_forest","red_basket",6,0,0,1,"brown_gnome","bright_forest","red_basket",609,1,-2,33,2,134,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"","",,,"k",0.6437,,"space",0.3473,,2,"green_gnome",2,7,"bright_forest","red_basket","pink_gnome",2,4,"dark_forest","yellow_basket",4,0,0,1,"pink_gnome","dark_forest","yellow_basket",613,-2,-2,33,3,135,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"","",,,"s",0.6318,,"space",0.256,,1,"orange_gnome",1,2,"dark_forest","yellow_basket","yellow_gnome",1,5,"bright_forest","red_basket",2,0,0,1,"orange_gnome","dark_forest","yellow_basket",615,0,6,34,0,136,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"","",,,"k",0.5556,,"space",0.3066,,1,"yellow_gnome",1,5,"bright_forest","red_basket","orange_gnome",1,8,"dark_forest","yellow_basket",8,0,0,1,"orange_gnome","dark_forest","yellow_basket",623,0,-1,34,1,137,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"","",,,"s",0.7624,,"space",0.2573,,4,"purple_gnome",4,5,"bright_forest","red_basket","red_gnome",4,7,"dark_forest","yellow_basket",5,0,0,1,"purple_gnome","bright_forest","red_basket",628,1,-1,34,2,138,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"","",,,"s",0.6294,,"space",0.5125,,3,"brown_gnome",3,6,"bright_forest","red_basket","blue_gnome",3,6,"dark_forest","yellow_basket",6,0,0,1,"brown_gnome","bright_forest","red_basket",634,2,0,34,3,139,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"","",,,"s",0.5742,,"space",0.3397,,2,"pink_gnome",2,6,"dark_forest","yellow_basket","green_gnome",2,8,"bright_forest","red_basket",6,0,0,1,"pink_gnome","dark_forest","yellow_basket",640,-1,-1,35,0,140,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"","",,,"k",0.7064,,"space",0.3788,,2,"green_gnome",2,7,"bright_forest","red_basket","pink_gnome",2,5,"dark_forest","yellow_basket",5,0,0,1,"pink_gnome","dark_forest","yellow_basket",645,2,0,35,1,141,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"","",,,"s",0.6742,,"space",0.5273,,1,"orange_gnome",1,5,"dark_forest","yellow_basket","yellow_gnome",1,9,"bright_forest","red_basket",5,0,0,1,"orange_gnome","dark_forest","yellow_basket",650,-1,1,35,2,142,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"","",,,"s",0.7723,,"space",0.3658,,3,"brown_gnome",3,8,"bright_forest","red_basket","blue_gnome",3,6,"dark_forest","yellow_basket",8,0,0,1,"brown_gnome","bright_forest","red_basket",658,2,-3,35,3,143,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"","",,,"s",0.7722,,"space",0.16,,2,"green_gnome",2,8,"bright_forest","red_basket","pink_gnome",2,3,"dark_forest","yellow_basket",8,0,0,1,"green_gnome","bright_forest","red_basket",666,-1,-2,36,0,144,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"","",,,"s",0.7464,,"space",0.3401,,3,"brown_gnome",3,7,"bright_forest","red_basket","blue_gnome",3,1,"dark_forest","yellow_basket",7,0,0,1,"brown_gnome","bright_forest","red_basket",673,0,-2,36,1,145,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"","",,,"k",0.823,,"space",0.8397,,1,"yellow_gnome",1,7,"bright_forest","red_basket","orange_gnome",1,1,"dark_forest","yellow_basket",1,0,0,1,"orange_gnome","dark_forest","yellow_basket",674,0,1,36,2,146,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"","",,,"k",0.7122,,"space",0.757,,1,"yellow_gnome",1,7,"bright_forest","red_basket","orange_gnome",1,2,"dark_forest","yellow_basket",2,0,0,1,"orange_gnome","dark_forest","yellow_basket",676,-1,0,36,3,147,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",656157,1,"2024-05-01_13h14.07.824","experiment","2023.2.3","MacIntel",60.24096386,"612280ef07539280de4e9311","663213740f16e2ae58f6e56d","6632780b41c430ddb8b3e00d","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"","",,,"k",0.7247,,"",,,1,"yellow_gnome",1,6,"bright_forest","red_basket","orange_gnome",1,2,"dark_forest","yellow_basket",0,0,1,0,"orange_gnome","dark_forest","yellow_basket",676,2,-3,37,0,148,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
