stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step2_keyresp.rt,p_step2_keyresp.duration,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,k,0.632,,space,0.378,,3,pink_gnome,3,8,bright_forest,red_basket,green_gnome,3,8,dark_forest,yellow_basket,8,0,0,1,green_gnome,dark_forest,yellow_basket,1750,2,1,15,7,127,2,1,space,167.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,k,0.514,,space,0.405,,1,brown_gnome,1,9,dark_forest,yellow_basket,red_gnome,1,8,bright_forest,red_basket,40,0,0,1,red_gnome,bright_forest,red_basket,1790,0,1,16,0,128,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,s,0.555,,space,0.459,,4,orange_gnome,4,8,bright_forest,red_basket,blue_gnome,4,8,dark_forest,yellow_basket,8,0,0,1,orange_gnome,bright_forest,red_basket,1798,3,-3,16,1,129,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,k,0.465,,space,0.377,,4,blue_gnome,4,5,dark_forest,yellow_basket,orange_gnome,4,7,bright_forest,red_basket,7,0,0,1,orange_gnome,bright_forest,red_basket,1805,1,0,16,2,130,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,s,0.523,,space,0.373,,2,yellow_gnome,2,5,dark_forest,yellow_basket,purple_gnome,2,8,bright_forest,red_basket,25,0,0,1,yellow_gnome,dark_forest,yellow_basket,1830,-5,1,16,3,131,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,k,0.926,,space,0.455,,2,purple_gnome,2,3,bright_forest,red_basket,yellow_gnome,2,6,dark_forest,yellow_basket,30,0,0,1,yellow_gnome,dark_forest,yellow_basket,1860,2,-3,16,4,132,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,s,0.307,,space,0.107,,3,green_gnome,3,3,dark_forest,yellow_basket,pink_gnome,3,5,bright_forest,red_basket,15,0,0,1,green_gnome,dark_forest,yellow_basket,1875,0,-1,16,5,133,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,k,0.665,,space,1.26,,2,yellow_gnome,2,2,dark_forest,yellow_basket,purple_gnome,2,5,bright_forest,red_basket,5,0,0,1,purple_gnome,bright_forest,red_basket,1880,0,-1,16,6,134,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,s,0.521,,space,0.421,,1,brown_gnome,1,1,dark_forest,yellow_basket,red_gnome,1,5,bright_forest,red_basket,1,0,0,1,brown_gnome,dark_forest,yellow_basket,1881,-1,0,16,7,135,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,k,0.471,,space,0.438,,1,red_gnome,1,4,bright_forest,red_basket,brown_gnome,1,1,dark_forest,yellow_basket,1,0,0,1,brown_gnome,dark_forest,yellow_basket,1882,2,1,17,0,136,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,s,0.454,,space,0.712,,4,orange_gnome,4,6,bright_forest,red_basket,blue_gnome,4,2,dark_forest,yellow_basket,30,0,0,1,orange_gnome,bright_forest,red_basket,1912,0,-1,17,1,137,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,k,0.475,,space,0.637,,2,yellow_gnome,2,1,dark_forest,yellow_basket,purple_gnome,2,6,bright_forest,red_basket,30,0,0,1,purple_gnome,bright_forest,red_basket,1942,0,1,17,2,138,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,s,0.431,,space,1.304,,2,purple_gnome,2,6,bright_forest,red_basket,yellow_gnome,2,2,dark_forest,yellow_basket,30,0,0,1,purple_gnome,bright_forest,red_basket,1972,1,0,17,3,139,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,s,0.686,,space,0.555,,2,purple_gnome,2,7,bright_forest,red_basket,yellow_gnome,2,2,dark_forest,yellow_basket,7,0,0,1,purple_gnome,bright_forest,red_basket,1979,-1,-1,17,4,140,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,s,0.52,,space,0.242,,4,blue_gnome,4,1,dark_forest,yellow_basket,orange_gnome,4,6,bright_forest,red_basket,1,0,0,1,blue_gnome,dark_forest,yellow_basket,1980,0,-1,17,5,141,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,s,0.554,,space,0.405,,3,green_gnome,3,0,dark_forest,yellow_basket,pink_gnome,3,6,bright_forest,red_basket,0,0,0,1,green_gnome,dark_forest,yellow_basket,1980,1,-1,17,6,142,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,k,0.424,,space,0.357,,1,brown_gnome,1,1,dark_forest,yellow_basket,red_gnome,1,7,bright_forest,red_basket,7,0,0,1,red_gnome,bright_forest,red_basket,1987,4,-1,17,7,143,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,k,0.657,,space,0.455,,3,pink_gnome,3,7,bright_forest,red_basket,green_gnome,3,0,dark_forest,yellow_basket,0,0,0,1,green_gnome,dark_forest,yellow_basket,1987,1,-1,18,0,144,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,s,0.693,,space,0.429,,1,brown_gnome,1,1,dark_forest,yellow_basket,red_gnome,1,8,bright_forest,red_basket,5,0,0,1,brown_gnome,dark_forest,yellow_basket,1992,-3,-2,18,1,145,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,s,0.479,,space,0.406,,2,yellow_gnome,2,1,dark_forest,yellow_basket,purple_gnome,2,5,bright_forest,red_basket,1,0,0,1,yellow_gnome,dark_forest,yellow_basket,1993,0,1,18,2,146,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,s,0.497,,space,0.407,,1,red_gnome,1,5,bright_forest,red_basket,brown_gnome,1,2,dark_forest,yellow_basket,5,0,0,1,red_gnome,bright_forest,red_basket,1998,3,-2,18,3,147,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,k,0.358,,space,0.411,,4,blue_gnome,4,0,dark_forest,yellow_basket,orange_gnome,4,8,bright_forest,red_basket,8,0,0,1,orange_gnome,bright_forest,red_basket,2006,-1,2,18,4,148,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,s,0.406,,space,0.503,,4,orange_gnome,4,7,bright_forest,red_basket,blue_gnome,4,2,dark_forest,yellow_basket,35,0,0,1,orange_gnome,bright_forest,red_basket,2041,2,-1,18,5,149,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,s,0.522,,space,0.375,,2,yellow_gnome,2,1,dark_forest,yellow_basket,purple_gnome,2,9,bright_forest,red_basket,5,0,0,1,yellow_gnome,dark_forest,yellow_basket,2046,-4,-1,18,6,150,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,s,0.649,,space,0.43,,3,green_gnome,3,0,dark_forest,yellow_basket,pink_gnome,3,5,bright_forest,red_basket,0,0,0,1,green_gnome,dark_forest,yellow_basket,2046,-3,3,18,7,151,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,k,0.362,,space,0.488,,3,green_gnome,3,3,dark_forest,yellow_basket,pink_gnome,3,2,bright_forest,red_basket,2,0,0,1,pink_gnome,bright_forest,red_basket,2048,-3,-4,19,0,152,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,s,0.296,,space,0.489,,3,green_gnome,3,1,dark_forest,yellow_basket,pink_gnome,3,1,bright_forest,red_basket,5,0,0,1,green_gnome,dark_forest,yellow_basket,2053,1,-2,19,1,153,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,720700,001,2024-05-15_18h54.56.507,experiment,2023.2.3,Win32,58.82352941,63ee7fdc7353888045333f01,6644d17188cdfdbf31a9366d,6644f6def1aaf3060284e479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,s,0.507,,space,0.324,,3,green_gnome,3,1,dark_forest,yellow_basket,pink_gnome,3,2,bright_forest,red_basket,5,0,0,1,green_gnome,dark_forest,yellow_basket,2058,2,2,19,2,154,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
