parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step2_keyresp.rt,p_step2_keyresp.duration,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.405,,space,0.337,,4,red_gnome,4,2,dark_forest,red_basket,brown_gnome,4,1,bright_forest,yellow_basket,2,0,0,1,red_gnome,dark_forest,red_basket,571,2,-1,6,1,49,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.589,,,,,2,yellow_gnome,2,3,bright_forest,yellow_basket,pink_gnome,2,1,dark_forest,red_basket,0,0,1,0,pink_gnome,dark_forest,red_basket,571,0,1,6,2,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.772,,space,0.335,,3,purple_gnome,3,2,dark_forest,red_basket,orange_gnome,3,3,bright_forest,yellow_basket,10,0,0,1,purple_gnome,dark_forest,red_basket,581,-1,2,6,3,51,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.341,,space,0.427,,1,blue_gnome,1,4,dark_forest,red_basket,green_gnome,1,2,bright_forest,yellow_basket,10,0,0,1,green_gnome,bright_forest,yellow_basket,591,0,-1,6,4,52,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.507,,space,0.29,,4,brown_gnome,4,2,bright_forest,yellow_basket,red_gnome,4,3,dark_forest,red_basket,3,0,0,1,red_gnome,dark_forest,red_basket,594,1,-1,6,5,53,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.611,,space,0.387,,2,yellow_gnome,2,3,bright_forest,yellow_basket,pink_gnome,2,2,dark_forest,red_basket,3,0,0,1,yellow_gnome,bright_forest,yellow_basket,597,1,-1,6,6,54,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.554,,space,0.839,,3,purple_gnome,3,1,dark_forest,red_basket,orange_gnome,3,4,bright_forest,yellow_basket,5,0,0,1,purple_gnome,dark_forest,red_basket,602,3,0,6,7,55,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.493,,space,0.852,,3,orange_gnome,3,7,bright_forest,yellow_basket,purple_gnome,3,1,dark_forest,red_basket,1,0,0,1,purple_gnome,dark_forest,red_basket,603,1,3,7,0,56,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.306,,space,0.337,,1,green_gnome,1,8,bright_forest,yellow_basket,blue_gnome,1,4,dark_forest,red_basket,8,0,0,1,green_gnome,bright_forest,yellow_basket,611,-3,1,7,1,57,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.837,,space,1.253,,1,blue_gnome,1,5,dark_forest,red_basket,green_gnome,1,5,bright_forest,yellow_basket,5,0,0,1,green_gnome,bright_forest,yellow_basket,616,1,-3,7,2,58,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.888,,space,0.408,,1,green_gnome,1,6,bright_forest,yellow_basket,blue_gnome,1,2,dark_forest,red_basket,30,0,0,1,green_gnome,bright_forest,yellow_basket,646,-3,0,7,3,59,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.538,,,,,2,pink_gnome,2,2,dark_forest,red_basket,yellow_gnome,2,3,bright_forest,yellow_basket,0,0,1,0,yellow_gnome,bright_forest,yellow_basket,646,4,0,7,4,60,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.527,,space,0.371,,3,orange_gnome,3,7,bright_forest,yellow_basket,purple_gnome,3,2,dark_forest,red_basket,10,0,0,1,purple_gnome,dark_forest,red_basket,656,-1,2,7,5,61,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.323,,space,0.353,,2,pink_gnome,2,4,dark_forest,red_basket,yellow_gnome,2,6,bright_forest,yellow_basket,20,0,0,1,pink_gnome,dark_forest,red_basket,676,1,3,7,6,62,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.558,,space,0.437,,4,brown_gnome,4,7,bright_forest,yellow_basket,red_gnome,4,7,dark_forest,red_basket,35,0,0,1,red_gnome,dark_forest,red_basket,711,-1,0,7,7,63,7,1,space,52.727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.755,,space,0.603,,4,brown_gnome,4,6,bright_forest,yellow_basket,red_gnome,4,7,dark_forest,red_basket,30,0,0,1,brown_gnome,bright_forest,yellow_basket,741,1,0,8,0,64,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.525,,space,0.603,,4,brown_gnome,4,7,bright_forest,yellow_basket,red_gnome,4,7,dark_forest,red_basket,7,0,0,1,brown_gnome,bright_forest,yellow_basket,748,2,1,8,1,65,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.445,,,,,1,green_gnome,1,9,bright_forest,yellow_basket,blue_gnome,1,8,dark_forest,red_basket,0,0,1,0,blue_gnome,dark_forest,red_basket,748,0,-2,8,2,66,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.559,,space,1.203,,4,red_gnome,4,6,dark_forest,red_basket,brown_gnome,4,9,bright_forest,yellow_basket,6,0,0,1,red_gnome,dark_forest,red_basket,754,-2,-3,8,3,67,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.538,,space,0.62,,2,yellow_gnome,2,7,bright_forest,yellow_basket,pink_gnome,2,3,dark_forest,red_basket,7,0,0,1,yellow_gnome,bright_forest,yellow_basket,761,0,-3,8,4,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.492,,space,0.67,,4,red_gnome,4,0,dark_forest,red_basket,brown_gnome,4,7,bright_forest,yellow_basket,35,0,0,1,brown_gnome,bright_forest,yellow_basket,796,3,-3,8,5,69,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.523,,space,0.486,,3,orange_gnome,3,8,bright_forest,yellow_basket,purple_gnome,3,3,dark_forest,red_basket,15,0,0,1,purple_gnome,dark_forest,red_basket,811,-4,3,8,6,70,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.54,,space,0.392,,1,green_gnome,1,4,bright_forest,yellow_basket,blue_gnome,1,6,dark_forest,red_basket,30,0,0,1,blue_gnome,dark_forest,red_basket,841,0,-1,8,7,71,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.755,,space,0.896,,2,yellow_gnome,2,4,bright_forest,yellow_basket,pink_gnome,2,5,dark_forest,red_basket,25,0,0,1,pink_gnome,dark_forest,red_basket,866,-1,-1,9,0,72,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,856989,001,2024-05-23_19h03.47.453,experiment,2023.2.3,MacIntel,62.5,63ea437afbb1a5dcfe7740c5,664f1702f723b1deb64680cb,664f84de22fdcf82f0689cd7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.546,,space,0.586,,1,blue_gnome,1,4,dark_forest,red_basket,green_gnome,1,3,bright_forest,yellow_basket,3,0,0,1,green_gnome,bright_forest,yellow_basket,869,0,-3,9,1,73,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
