parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step2_keyresp.rt,p_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9554,,space,1,pink_gnome,1,5,bright_forest,red_basket,brown_gnome,1,7,dark_forest,yellow_basket,5,0,0,1,pink_gnome,bright_forest,red_basket,1532,-3,-6,16,2,130,0,1,0.4895,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9946,,space,1,pink_gnome,1,2,bright_forest,red_basket,brown_gnome,1,1,dark_forest,yellow_basket,2,0,0,1,pink_gnome,bright_forest,red_basket,1534,0,-1,16,3,131,0,1,0.4065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9553,,space,3,orange_gnome,3,2,bright_forest,red_basket,purple_gnome,3,0,dark_forest,yellow_basket,10,0,0,1,orange_gnome,bright_forest,red_basket,1544,-1,-2,16,4,132,6,1,0.3718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0028,,space,4,blue_gnome,4,1,bright_forest,red_basket,green_gnome,4,2,dark_forest,yellow_basket,1,0,0,1,blue_gnome,bright_forest,red_basket,1545,-1,1,16,5,133,3,1,0.3917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.3436,,space,4,green_gnome,4,3,dark_forest,yellow_basket,blue_gnome,4,0,bright_forest,red_basket,0,0,0,1,blue_gnome,bright_forest,red_basket,1545,1,-2,16,6,134,3,1,0.542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9058,,space,3,purple_gnome,3,1,dark_forest,yellow_basket,orange_gnome,3,1,bright_forest,red_basket,5,0,0,1,orange_gnome,bright_forest,red_basket,1550,2,-2,16,7,135,6,1,0.4069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.871,,space,1,brown_gnome,1,1,dark_forest,yellow_basket,pink_gnome,1,3,bright_forest,red_basket,3,0,0,1,pink_gnome,bright_forest,red_basket,1553,2,1,17,0,136,0,1,0.5395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8946,,space,2,yellow_gnome,2,5,bright_forest,red_basket,red_gnome,2,2,dark_forest,yellow_basket,25,0,0,1,yellow_gnome,bright_forest,red_basket,1578,2,-3,17,1,137,5,1,0.5534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9119,,space,3,orange_gnome,3,7,bright_forest,red_basket,purple_gnome,3,1,dark_forest,yellow_basket,7,0,0,1,orange_gnome,bright_forest,red_basket,1585,4,-1,17,2,138,2,1,0.6568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9555,,space,2,yellow_gnome,2,7,bright_forest,red_basket,red_gnome,2,0,dark_forest,yellow_basket,7,0,0,1,yellow_gnome,bright_forest,red_basket,1592,-2,0,17,3,139,1,1,0.3244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.1594,,space,4,blue_gnome,4,5,bright_forest,red_basket,green_gnome,4,0,dark_forest,yellow_basket,25,0,0,1,blue_gnome,bright_forest,red_basket,1617,3,-2,17,4,140,7,1,0.4073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0041,,space,4,green_gnome,4,2,dark_forest,yellow_basket,blue_gnome,4,8,bright_forest,red_basket,40,0,0,1,blue_gnome,bright_forest,red_basket,1657,-2,-3,17,5,141,7,1,0.4055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8306,,space,1,pink_gnome,1,6,bright_forest,red_basket,brown_gnome,1,1,dark_forest,yellow_basket,30,0,0,1,pink_gnome,bright_forest,red_basket,1687,-5,1,17,6,142,4,1,0.6051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.1377,,space,3,orange_gnome,3,1,bright_forest,red_basket,purple_gnome,3,2,dark_forest,yellow_basket,1,0,0,1,orange_gnome,bright_forest,red_basket,1688,2,0,17,7,143,2,1,0.7742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.8549,,space,3,purple_gnome,3,2,dark_forest,yellow_basket,orange_gnome,3,3,bright_forest,red_basket,3,0,0,1,orange_gnome,bright_forest,red_basket,1691,2,-1,18,0,144,2,1,0.3873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0316,,space,3,orange_gnome,3,5,bright_forest,red_basket,purple_gnome,3,1,dark_forest,yellow_basket,5,0,0,1,orange_gnome,bright_forest,red_basket,1696,3,1,18,1,145,2,1,0.334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9381,,,4,green_gnome,4,2,dark_forest,yellow_basket,blue_gnome,4,8,bright_forest,red_basket,0,0,1,0,blue_gnome,bright_forest,red_basket,1696,0,0,18,2,146,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.3295,,space,2,red_gnome,2,2,dark_forest,yellow_basket,yellow_gnome,2,8,bright_forest,red_basket,8,0,0,1,yellow_gnome,bright_forest,red_basket,1704,-2,-2,18,3,147,1,1,0.612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1212,,space,3,purple_gnome,3,0,dark_forest,yellow_basket,orange_gnome,3,6,bright_forest,red_basket,30,0,0,1,orange_gnome,bright_forest,red_basket,1734,-3,2,18,4,148,6,1,0.5425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.0082,,space,2,red_gnome,2,2,dark_forest,yellow_basket,yellow_gnome,2,3,bright_forest,red_basket,3,0,0,1,yellow_gnome,bright_forest,red_basket,1737,2,5,18,5,149,1,1,0.4302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1051,,space,4,green_gnome,4,7,dark_forest,yellow_basket,blue_gnome,4,5,bright_forest,red_basket,5,0,0,1,blue_gnome,bright_forest,red_basket,1742,1,2,18,6,150,3,1,0.4913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7949,,space,1,pink_gnome,1,6,bright_forest,red_basket,brown_gnome,1,9,dark_forest,yellow_basket,6,0,0,1,pink_gnome,bright_forest,red_basket,1748,6,2,18,7,151,0,1,0.3907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9552,,space,4,blue_gnome,4,6,bright_forest,red_basket,green_gnome,4,7,dark_forest,yellow_basket,6,0,0,1,blue_gnome,bright_forest,red_basket,1754,-1,2,19,0,152,3,1,0.388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.854,,space,1,brown_gnome,1,9,dark_forest,yellow_basket,pink_gnome,1,5,bright_forest,red_basket,25,0,0,1,pink_gnome,bright_forest,red_basket,1779,0,-3,19,1,153,4,1,0.4053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9627,,space,4,blue_gnome,4,5,bright_forest,red_basket,green_gnome,4,6,dark_forest,yellow_basket,25,0,0,1,blue_gnome,bright_forest,red_basket,1804,0,-5,19,2,154,7,1,0.3235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506025,001,2024-07-08_18h28.19.286,experiment,2023.2.3,Win32,60.24096386,59dc8c1b24d7bf00012f099f,668c1547be011bd7a11e18e8,668c2188766286ffd8b4fa0a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9596,,space,2,red_gnome,2,1,dark_forest,yellow_basket,yellow_gnome,2,5,bright_forest,red_basket,5,0,0,1,yellow_gnome,bright_forest,red_basket,1809,-3,-1,19,3,155,1,1,0.4261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
