parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.7291,,space,0.3654,,4,red_gnome,4,7,bright_forest,yellow_basket,yellow_gnome,4,5,dark_forest,red_basket,7,0,0,1,red_gnome,bright_forest,yellow_basket,116,1,-1,6,1,25,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.6931,,space,0.3332,,4,yellow_gnome,4,4,dark_forest,red_basket,red_gnome,4,8,bright_forest,yellow_basket,8,0,0,1,red_gnome,bright_forest,yellow_basket,124,0,3,6,2,26,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,k,0.6054,,space,0.2575,,1,green_gnome,1,8,bright_forest,yellow_basket,purple_gnome,1,7,dark_forest,red_basket,7,0,0,1,purple_gnome,dark_forest,red_basket,131,0,-4,6,3,27,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.5451,,space,0.3235,,2,pink_gnome,2,3,dark_forest,red_basket,orange_gnome,2,8,bright_forest,yellow_basket,3,0,0,1,pink_gnome,dark_forest,red_basket,134,-3,1,7,0,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.9388,,space,0.2053,,3,brown_gnome,3,5,bright_forest,yellow_basket,blue_gnome,3,4,dark_forest,red_basket,5,0,0,1,brown_gnome,bright_forest,yellow_basket,139,0,-6,7,1,29,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.7691,,space,0.2856,,4,red_gnome,4,5,bright_forest,yellow_basket,yellow_gnome,4,2,dark_forest,red_basket,5,0,0,1,red_gnome,bright_forest,yellow_basket,144,0,-4,7,2,30,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.5921,,space,1.0901,,2,pink_gnome,2,2,dark_forest,red_basket,orange_gnome,2,5,bright_forest,yellow_basket,2,0,0,1,pink_gnome,dark_forest,red_basket,146,-1,1,7,3,31,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,k,0.4568,,space,0.0651,,1,green_gnome,1,4,bright_forest,yellow_basket,purple_gnome,1,3,dark_forest,red_basket,3,0,0,1,purple_gnome,dark_forest,red_basket,149,2,2,8,0,32,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.579,,space,0.2907,,4,red_gnome,4,6,bright_forest,yellow_basket,yellow_gnome,4,5,dark_forest,red_basket,6,0,0,1,red_gnome,bright_forest,yellow_basket,155,0,0,8,1,33,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.9323,,space,0.3235,,4,yellow_gnome,4,5,dark_forest,red_basket,red_gnome,4,6,bright_forest,yellow_basket,6,0,0,1,red_gnome,bright_forest,yellow_basket,161,3,3,8,2,34,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,k,0.9968,,space,0.3416,,3,blue_gnome,3,8,dark_forest,red_basket,brown_gnome,3,9,bright_forest,yellow_basket,9,0,0,1,brown_gnome,bright_forest,yellow_basket,170,1,0,8,3,35,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.6802,,space,0.2299,,4,red_gnome,4,8,bright_forest,yellow_basket,yellow_gnome,4,8,dark_forest,red_basket,8,0,0,1,red_gnome,bright_forest,yellow_basket,178,1,-4,9,0,36,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,s,0.7961,,space,0.2928,,1,green_gnome,1,9,bright_forest,yellow_basket,purple_gnome,1,4,dark_forest,red_basket,9,0,0,1,green_gnome,bright_forest,yellow_basket,187,-1,-3,9,1,37,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.6244,,space,0.3913,,2,pink_gnome,2,1,dark_forest,red_basket,orange_gnome,2,8,bright_forest,yellow_basket,1,0,0,1,pink_gnome,dark_forest,red_basket,188,-1,5,9,2,38,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.9275,,space,0.8741,,3,brown_gnome,3,7,bright_forest,yellow_basket,blue_gnome,3,6,dark_forest,red_basket,7,0,0,1,brown_gnome,bright_forest,yellow_basket,195,0,0,9,3,39,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.7764,,,,,4,red_gnome,4,7,bright_forest,yellow_basket,yellow_gnome,4,6,dark_forest,red_basket,0,0,1,0,red_gnome,bright_forest,yellow_basket,195,-2,1,10,0,40,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.7047,,space,0.302,,4,red_gnome,4,5,bright_forest,yellow_basket,yellow_gnome,4,7,dark_forest,red_basket,5,0,0,1,red_gnome,bright_forest,yellow_basket,200,2,2,10,1,41,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.736,,space,0.36,,3,brown_gnome,3,7,bright_forest,yellow_basket,blue_gnome,3,9,dark_forest,red_basket,7,0,0,1,brown_gnome,bright_forest,yellow_basket,207,-1,-1,10,2,42,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,k,0.9024,,space,0.2922,,2,pink_gnome,2,8,dark_forest,red_basket,orange_gnome,2,6,bright_forest,yellow_basket,6,0,0,1,orange_gnome,bright_forest,yellow_basket,213,-1,0,10,3,43,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.6632,,space,0.0555,,4,yellow_gnome,4,8,dark_forest,red_basket,red_gnome,4,5,bright_forest,yellow_basket,5,0,0,1,red_gnome,bright_forest,yellow_basket,218,0,-2,11,0,44,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,k,0.8424,,space,0.4041,,3,blue_gnome,3,6,dark_forest,red_basket,brown_gnome,3,5,bright_forest,yellow_basket,5,0,0,1,brown_gnome,bright_forest,yellow_basket,223,0,-3,11,1,45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,1.0467,,space,0.5074,,3,blue_gnome,3,3,dark_forest,red_basket,brown_gnome,3,5,bright_forest,yellow_basket,3,0,0,1,blue_gnome,dark_forest,red_basket,226,3,3,11,2,46,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,s,0.9929,,space,0.3357,,1,green_gnome,1,8,bright_forest,yellow_basket,purple_gnome,1,6,dark_forest,red_basket,8,0,0,1,green_gnome,bright_forest,yellow_basket,234,0,1,11,3,47,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.8294,,space,0.3277,,3,brown_gnome,3,8,bright_forest,yellow_basket,blue_gnome,3,7,dark_forest,red_basket,8,0,0,1,brown_gnome,bright_forest,yellow_basket,242,-3,-2,12,0,48,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,1.1262,,space,0.391,,2,orange_gnome,2,5,bright_forest,yellow_basket,pink_gnome,2,5,dark_forest,red_basket,5,0,0,1,orange_gnome,bright_forest,yellow_basket,247,-1,1,12,1,49,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,k,0.858,,space,0.5974,,2,pink_gnome,2,6,dark_forest,red_basket,orange_gnome,2,4,bright_forest,yellow_basket,4,0,0,1,orange_gnome,bright_forest,yellow_basket,251,1,-1,12,2,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,609627,001,2024-04-29_18h32.42.769,experiment,2023.2.3,MacIntel,30.03003003,6294ec859aaabbbeb246e7f3,662f9812bda856c3f5a2f8eb,662fd8b168d0aeb62698471d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.6381,,space,0.128,,2,pink_gnome,2,5,dark_forest,red_basket,orange_gnome,2,5,bright_forest,yellow_basket,5,0,0,1,pink_gnome,dark_forest,red_basket,256,1,-4,12,3,51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
