parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,s,0.545,,space,0.259,,2,red_gnome,2,4,bright_forest,yellow_basket,green_gnome,2,2,dark_forest,red_basket,4,0,0,1,red_gnome,bright_forest,yellow_basket,118,2,-3,6,1,25,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,k,0.498,,space,0.209,,3,yellow_gnome,3,1,dark_forest,red_basket,orange_gnome,3,6,bright_forest,yellow_basket,6,0,0,1,orange_gnome,bright_forest,yellow_basket,124,1,0,6,2,26,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,s,0.583,,space,0.224,,4,purple_gnome,4,1,dark_forest,red_basket,pink_gnome,4,7,bright_forest,yellow_basket,1,0,0,1,purple_gnome,dark_forest,red_basket,125,-1,4,6,3,27,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,k,0.53,,space,0.244,,2,green_gnome,2,5,dark_forest,red_basket,red_gnome,2,6,bright_forest,yellow_basket,6,0,0,1,red_gnome,bright_forest,yellow_basket,131,1,-2,7,0,28,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,s,0.646,,space,0.163,,1,brown_gnome,1,7,bright_forest,yellow_basket,blue_gnome,1,3,dark_forest,red_basket,7,0,0,1,brown_gnome,bright_forest,yellow_basket,138,1,0,7,1,29,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,s,0.596,,space,0.245,,1,brown_gnome,1,8,bright_forest,yellow_basket,blue_gnome,1,3,dark_forest,red_basket,8,0,0,1,brown_gnome,bright_forest,yellow_basket,146,-3,1,7,2,30,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.614,,space,0.215,,3,orange_gnome,3,5,bright_forest,yellow_basket,yellow_gnome,3,4,dark_forest,red_basket,5,0,0,1,orange_gnome,bright_forest,yellow_basket,151,1,1,7,3,31,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.611,,space,0.278,,3,orange_gnome,3,6,bright_forest,yellow_basket,yellow_gnome,3,5,dark_forest,red_basket,6,0,0,1,orange_gnome,bright_forest,yellow_basket,157,2,-2,8,0,32,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,s,0.478,,space,0.277,,2,red_gnome,2,8,bright_forest,yellow_basket,green_gnome,2,3,dark_forest,red_basket,8,0,0,1,red_gnome,bright_forest,yellow_basket,165,3,-2,8,1,33,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.545,,space,0.262,,3,orange_gnome,3,7,bright_forest,yellow_basket,yellow_gnome,3,1,dark_forest,red_basket,7,0,0,1,orange_gnome,bright_forest,yellow_basket,172,1,2,8,2,34,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.566,,space,0.209,,3,orange_gnome,3,8,bright_forest,yellow_basket,yellow_gnome,3,3,dark_forest,red_basket,8,0,0,1,orange_gnome,bright_forest,yellow_basket,180,1,1,8,3,35,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,k,0.548,,space,0.144,,1,blue_gnome,1,4,dark_forest,red_basket,brown_gnome,1,9,bright_forest,yellow_basket,9,0,0,1,brown_gnome,bright_forest,yellow_basket,189,0,1,9,0,36,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,s,0.529,,space,0.075,,4,purple_gnome,4,5,dark_forest,red_basket,pink_gnome,4,9,bright_forest,yellow_basket,5,0,0,1,purple_gnome,dark_forest,red_basket,194,-2,-1,9,1,37,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.528,,space,0.276,,3,orange_gnome,3,7,bright_forest,yellow_basket,yellow_gnome,3,4,dark_forest,red_basket,7,0,0,1,orange_gnome,bright_forest,yellow_basket,201,0,4,9,2,38,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.526,,space,0.428,,3,orange_gnome,3,7,bright_forest,yellow_basket,yellow_gnome,3,8,dark_forest,red_basket,7,0,0,1,orange_gnome,bright_forest,yellow_basket,208,-2,1,9,3,39,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,k,0.461,,space,0.343,,3,yellow_gnome,3,9,dark_forest,red_basket,orange_gnome,3,5,bright_forest,yellow_basket,5,0,0,1,orange_gnome,bright_forest,yellow_basket,213,2,-1,10,0,40,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,k,0.662,,space,0.097,,4,purple_gnome,4,8,dark_forest,red_basket,pink_gnome,4,7,bright_forest,yellow_basket,7,0,0,1,pink_gnome,bright_forest,yellow_basket,220,2,-4,10,1,41,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,k,0.463,,space,0.225,,2,green_gnome,2,4,dark_forest,red_basket,red_gnome,2,9,bright_forest,yellow_basket,9,0,0,1,red_gnome,bright_forest,yellow_basket,229,0,0,10,2,42,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,s,0.545,,space,0.261,,1,brown_gnome,1,9,bright_forest,yellow_basket,blue_gnome,1,4,dark_forest,red_basket,9,0,0,1,brown_gnome,bright_forest,yellow_basket,238,0,1,10,3,43,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,s,0.48,,space,0.227,,4,purple_gnome,4,5,dark_forest,red_basket,pink_gnome,4,9,bright_forest,yellow_basket,5,0,0,1,purple_gnome,dark_forest,red_basket,243,0,-2,11,0,44,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,s,0.477,,space,0.246,,3,orange_gnome,3,9,bright_forest,yellow_basket,yellow_gnome,3,3,dark_forest,red_basket,9,0,0,1,orange_gnome,bright_forest,yellow_basket,252,-1,2,11,1,45,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,k,0.462,,space,0.212,,3,yellow_gnome,3,5,dark_forest,red_basket,orange_gnome,3,8,bright_forest,yellow_basket,8,0,0,1,orange_gnome,bright_forest,yellow_basket,260,-1,0,11,2,46,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,k,0.628,,space,0.259,,4,pink_gnome,4,7,bright_forest,yellow_basket,purple_gnome,4,5,dark_forest,red_basket,5,0,0,1,purple_gnome,dark_forest,red_basket,265,-1,0,11,3,47,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,k,0.582,,space,0.28,,2,green_gnome,2,5,dark_forest,red_basket,red_gnome,2,6,bright_forest,yellow_basket,6,0,0,1,red_gnome,bright_forest,yellow_basket,271,-2,-2,12,0,48,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,k,0.627,,space,0.278,,4,purple_gnome,4,3,dark_forest,red_basket,pink_gnome,4,4,bright_forest,yellow_basket,4,0,0,1,pink_gnome,bright_forest,yellow_basket,275,0,0,12,1,49,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,s,0.496,,space,0.41,,2,red_gnome,2,4,bright_forest,yellow_basket,green_gnome,2,3,dark_forest,red_basket,4,0,0,1,red_gnome,bright_forest,yellow_basket,279,-1,4,12,2,50,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,791795,001,2024-05-01_18h26.34.885,experiment,2023.2.3,MacIntel,58.82352941,65e6e6639cd207f10df8a390,663213740f16e2ae58f6e56d,66327b1cecd76ac18d4de0b2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,k,0.546,,space,0.209,,2,red_gnome,2,3,bright_forest,yellow_basket,green_gnome,2,7,dark_forest,red_basket,7,0,0,1,green_gnome,dark_forest,red_basket,286,1,0,12,3,51,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
