parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,obs_AC_trials,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_failStep1_keyresp.keys,p_failStep1_keyresp.rt,p_failStep1_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,obs_instructions_1_key.keys,obs_instructions_1_key.rt,obs_instructions_1_key.duration,obs_instructions_2_key.keys,obs_instructions_2_key.rt,obs_instructions_2_key.duration,obs_attention_check_step2_keyresp.keys,obs_stim_left,obs_stim_right,obs_step1_key,obs_step1_RT,obs_step2_forest,obs_step2_basket,obs_step2_RT,obs_mult,obs_points,obs_score,obs_AC_flag,obs_AC_step1_flag,obs_AC_step2_flag,obs_AC_mistake_flag,obs_AC_no_answer_flag,obs_AC_step2_no_answer_flag,obs_AC_counter,good_answer,obs_attention_check_fail,obs.thisRepN,obs.thisTrialN,obs.thisN,obs.thisIndex,obs.ran,obs_attention_check_step1_keyresp.keys,obs_attention_check_step1_keyresp.rt,obs_attention_check_step1_keyresp.duration,obs_attention_check_step2_keyresp.rt,obs_attention_check_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,t_recording.started,t_recording.stopped,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,passed_attention_check_loop.thisRepN,passed_attention_check_loop.thisTrialN,passed_attention_check_loop.thisN,passed_attention_check_loop.thisIndex,passed_attention_check_loop.ran,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.896,,space,0.3109,,2,orange_gnome,2,4,bright_forest,red_basket,yellow_gnome,2,6,dark_forest,yellow_basket,30,0,0,1,yellow_gnome,dark_forest,yellow_basket,2635,1,-3,24,6,198,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1.0449,,space,0.5131,,2,yellow_gnome,2,3,dark_forest,yellow_basket,orange_gnome,2,5,bright_forest,red_basket,3,0,0,1,yellow_gnome,dark_forest,yellow_basket,2638,1,2,24,7,199,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.4128,,space,0.4237,,4,purple_gnome,4,6,bright_forest,red_basket,green_gnome,4,5,dark_forest,yellow_basket,5,0,0,1,green_gnome,dark_forest,yellow_basket,2643,1,2,25,0,200,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1.1297,,space,0.2994,,4,green_gnome,4,7,dark_forest,yellow_basket,purple_gnome,4,7,bright_forest,red_basket,7,0,0,1,purple_gnome,bright_forest,red_basket,2650,-1,3,25,1,201,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7917,,space,0.4782,,2,orange_gnome,2,6,bright_forest,red_basket,yellow_gnome,2,8,dark_forest,yellow_basket,30,0,0,1,orange_gnome,bright_forest,red_basket,2680,4,-1,25,2,202,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7255,,space,0.4297,,4,purple_gnome,4,8,bright_forest,red_basket,green_gnome,4,7,dark_forest,yellow_basket,7,0,0,1,green_gnome,dark_forest,yellow_basket,2687,-1,1,25,3,203,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6761,,space,0.5753,,1,red_gnome,1,7,bright_forest,red_basket,blue_gnome,1,8,dark_forest,yellow_basket,35,0,0,1,red_gnome,bright_forest,red_basket,2722,-1,0,25,4,204,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9133,,space,0.2635,,2,yellow_gnome,2,8,dark_forest,yellow_basket,orange_gnome,2,6,bright_forest,red_basket,6,0,0,1,orange_gnome,bright_forest,red_basket,2728,-1,-3,25,5,205,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6785,,space,0.2572,,3,brown_gnome,3,5,dark_forest,yellow_basket,pink_gnome,3,5,bright_forest,red_basket,25,0,0,1,brown_gnome,dark_forest,yellow_basket,2753,2,1,25,6,206,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8131,,space,0.3605,,1,red_gnome,1,7,bright_forest,red_basket,blue_gnome,1,6,dark_forest,yellow_basket,35,0,0,1,red_gnome,bright_forest,red_basket,2788,2,0,25,7,207,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7794,,space,0.446,,2,orange_gnome,2,9,bright_forest,red_basket,yellow_gnome,2,6,dark_forest,yellow_basket,9,0,0,1,orange_gnome,bright_forest,red_basket,2797,1,0,26,0,208,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.9584,,space,0.0327,,4,green_gnome,4,6,dark_forest,yellow_basket,purple_gnome,4,8,bright_forest,red_basket,30,0,0,1,green_gnome,dark_forest,yellow_basket,2827,0,-3,26,1,209,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.6302,,space,0.2759,,4,green_gnome,4,3,dark_forest,yellow_basket,purple_gnome,4,8,bright_forest,red_basket,40,0,0,1,purple_gnome,bright_forest,red_basket,2867,3,-1,26,2,210,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.8473,,space,0.1415,,2,orange_gnome,2,7,bright_forest,red_basket,yellow_gnome,2,2,dark_forest,yellow_basket,35,0,0,1,orange_gnome,bright_forest,red_basket,2902,-4,-1,26,3,211,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7292,,space,0.328,,2,orange_gnome,2,3,bright_forest,red_basket,yellow_gnome,2,1,dark_forest,yellow_basket,15,0,0,1,orange_gnome,bright_forest,red_basket,2917,-5,-1,26,4,212,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6783,,space,0.1099,,4,purple_gnome,4,2,bright_forest,red_basket,green_gnome,4,0,dark_forest,yellow_basket,2,0,0,1,purple_gnome,bright_forest,red_basket,2919,1,2,26,5,213,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.9921,,space,0.3968,,1,red_gnome,1,3,bright_forest,red_basket,blue_gnome,1,2,dark_forest,yellow_basket,10,0,0,1,blue_gnome,dark_forest,yellow_basket,2929,2,4,26,6,214,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6616,,space,0.2143,,3,brown_gnome,3,6,dark_forest,yellow_basket,pink_gnome,3,5,bright_forest,red_basket,30,0,0,1,brown_gnome,dark_forest,yellow_basket,2959,2,4,26,7,215,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.6754,,space,0.2808,,3,brown_gnome,3,8,dark_forest,yellow_basket,pink_gnome,3,7,bright_forest,red_basket,40,0,0,1,brown_gnome,dark_forest,yellow_basket,2999,-3,-2,27,0,216,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.791,,space,0.1758,,4,green_gnome,4,6,dark_forest,yellow_basket,purple_gnome,4,4,bright_forest,red_basket,20,0,0,1,purple_gnome,bright_forest,red_basket,3019,0,2,27,1,217,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7479,,space,0.3121,,4,purple_gnome,4,4,bright_forest,red_basket,green_gnome,4,8,dark_forest,yellow_basket,20,0,0,1,purple_gnome,bright_forest,red_basket,3039,2,-2,27,2,218,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7636,,space,0.3642,,2,orange_gnome,2,6,bright_forest,red_basket,yellow_gnome,2,6,dark_forest,yellow_basket,30,0,0,1,orange_gnome,bright_forest,red_basket,3069,6,3,27,3,219,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,0.7585,,space,0.3979,,3,pink_gnome,3,6,bright_forest,red_basket,brown_gnome,3,9,dark_forest,yellow_basket,45,0,0,1,brown_gnome,dark_forest,yellow_basket,3114,1,1,27,4,220,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682134,001,2024-11-08_17h37.39.024,experiment,2023.2.3,MacIntel,59.52380952,671ec2ffd89afa2ce6dea859,672ddd4f09d6fb6d26d998b2,672e4c4cbcac72a3dbf09b77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,s,0.7303,,space,0.2923,,2,orange_gnome,2,7,bright_forest,red_basket,yellow_gnome,2,8,dark_forest,yellow_basket,35,0,0,1,orange_gnome,bright_forest,red_basket,3149,-2,0,27,5,221,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
