parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_step2_keyresp.rt,p_step2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,s,0.9579,,space,0.493,,1,purple_gnome,1,1,dark_forest,red_basket,green_gnome,1,1,bright_forest,yellow_basket,1,0,0,1,purple_gnome,dark_forest,red_basket,249,1,0,13,0,52,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.637,,space,0.3234,,4,yellow_gnome,4,1,dark_forest,red_basket,red_gnome,4,2,bright_forest,yellow_basket,1,0,0,1,yellow_gnome,dark_forest,red_basket,250,-3,0,13,1,53,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.3637,,space,0.2414,,4,red_gnome,4,1,bright_forest,yellow_basket,yellow_gnome,4,1,dark_forest,red_basket,1,0,0,1,yellow_gnome,dark_forest,red_basket,251,1,0,13,2,54,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.2883,,space,0.3058,,2,pink_gnome,2,1,dark_forest,red_basket,orange_gnome,2,2,bright_forest,yellow_basket,1,0,0,1,pink_gnome,dark_forest,red_basket,252,1,-1,13,3,55,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.2806,,space,0.3359,,3,blue_gnome,3,0,dark_forest,red_basket,brown_gnome,3,3,bright_forest,yellow_basket,0,0,0,1,blue_gnome,dark_forest,red_basket,252,1,0,14,0,56,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.4364,,space,0.3797,,4,red_gnome,4,4,bright_forest,yellow_basket,yellow_gnome,4,0,dark_forest,red_basket,4,0,0,1,red_gnome,bright_forest,yellow_basket,256,-1,-1,14,1,57,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.5246,,space,0.3457,,4,red_gnome,4,3,bright_forest,yellow_basket,yellow_gnome,4,1,dark_forest,red_basket,3,0,0,1,red_gnome,bright_forest,yellow_basket,259,-3,1,14,2,58,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.3696,,space,0.4876,,4,yellow_gnome,4,2,dark_forest,red_basket,red_gnome,4,0,bright_forest,yellow_basket,2,0,0,1,yellow_gnome,dark_forest,red_basket,261,-2,0,14,3,59,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.4734,,space,0.4059,,4,yellow_gnome,4,2,dark_forest,red_basket,red_gnome,4,2,bright_forest,yellow_basket,2,0,0,1,red_gnome,bright_forest,yellow_basket,263,1,1,15,0,60,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,s,0.725,,space,0.428,,1,green_gnome,1,3,bright_forest,yellow_basket,purple_gnome,1,3,dark_forest,red_basket,3,0,0,1,green_gnome,bright_forest,yellow_basket,266,0,-1,15,1,61,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,k,0.7882,,space,1.0363,,1,green_gnome,1,3,bright_forest,yellow_basket,purple_gnome,1,2,dark_forest,red_basket,2,0,0,1,purple_gnome,dark_forest,red_basket,268,0,1,15,2,62,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.3533,,space,0.3365,,3,brown_gnome,3,3,bright_forest,yellow_basket,blue_gnome,3,3,dark_forest,red_basket,3,0,0,1,brown_gnome,bright_forest,yellow_basket,271,2,1,15,3,63,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.6813,,space,0.366,,4,red_gnome,4,5,bright_forest,yellow_basket,yellow_gnome,4,4,dark_forest,red_basket,4,0,0,1,yellow_gnome,dark_forest,red_basket,275,-1,2,16,0,64,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,k,0.8291,,space,0.5028,,1,green_gnome,1,4,bright_forest,yellow_basket,purple_gnome,1,6,dark_forest,red_basket,6,0,0,1,purple_gnome,dark_forest,red_basket,281,-2,-1,16,1,65,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,k,0.756,,space,0.4823,,1,green_gnome,1,2,bright_forest,yellow_basket,purple_gnome,1,5,dark_forest,red_basket,5,0,0,1,purple_gnome,dark_forest,red_basket,286,-1,-1,16,2,66,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,1.0894,,space,0.6027,,2,pink_gnome,2,4,dark_forest,red_basket,orange_gnome,2,1,bright_forest,yellow_basket,4,0,0,1,pink_gnome,dark_forest,red_basket,290,2,1,16,3,67,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.5766,,space,0.423,,2,pink_gnome,2,5,dark_forest,red_basket,orange_gnome,2,3,bright_forest,yellow_basket,5,0,0,1,pink_gnome,dark_forest,red_basket,295,-1,0,17,0,68,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,k,0.9895,,space,0.9486,,3,brown_gnome,3,2,bright_forest,yellow_basket,blue_gnome,3,5,dark_forest,red_basket,5,0,0,1,blue_gnome,dark_forest,red_basket,300,0,-1,17,1,69,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.5815,,space,0.3552,,4,yellow_gnome,4,4,dark_forest,red_basket,red_gnome,4,2,bright_forest,yellow_basket,2,0,0,1,red_gnome,bright_forest,yellow_basket,302,0,3,17,2,70,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.7543,,space,0.4497,,3,blue_gnome,3,7,dark_forest,red_basket,brown_gnome,3,2,bright_forest,yellow_basket,7,0,0,1,blue_gnome,dark_forest,red_basket,309,-2,-4,17,3,71,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.9776,,space,0.512,,2,pink_gnome,2,3,dark_forest,red_basket,orange_gnome,2,0,bright_forest,yellow_basket,3,0,0,1,pink_gnome,dark_forest,red_basket,312,0,0,18,0,72,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,s,0.5532,,space,0.4294,,4,red_gnome,4,0,bright_forest,yellow_basket,yellow_gnome,4,3,dark_forest,red_basket,0,0,0,1,red_gnome,bright_forest,yellow_basket,312,3,0,18,1,73,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,s,0.8862,,space,1.2277,,3,blue_gnome,3,3,dark_forest,red_basket,brown_gnome,3,3,bright_forest,yellow_basket,3,0,0,1,blue_gnome,dark_forest,red_basket,315,-1,2,18,2,74,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,k,0.7782,,space,0.5929,,2,pink_gnome,2,5,dark_forest,red_basket,orange_gnome,2,2,bright_forest,yellow_basket,2,0,0,1,orange_gnome,bright_forest,yellow_basket,317,-3,1,18,3,75,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,k,0.6206,,space,0.3989,,4,red_gnome,4,1,bright_forest,yellow_basket,yellow_gnome,4,6,dark_forest,red_basket,6,0,0,1,yellow_gnome,dark_forest,red_basket,323,1,1,19,0,76,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,4,red_gnome,4,2,bright_forest,yellow_basket,yellow_gnome,4,7,dark_forest,red_basket,0,1,0,0,,dark_forest,red_basket,323,0,1,19,1,77,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,858829,001,2024-04-29_18h23.32.960,experiment,2023.2.3,Win32,59.88023952,629f61a4c91c2e65c2e130fd,662f9812bda856c3f5a2f8eb,662fd70557ab37576ed00368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,s,0.5161,,space,0.8866,,2,orange_gnome,2,2,bright_forest,yellow_basket,pink_gnome,2,8,dark_forest,red_basket,2,0,0,1,orange_gnome,bright_forest,yellow_basket,325,-3,-4,19,2,78,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
