parent_PID,stim1_name,stim1_file,stim1_pair,stim1_deact_file,stim1_step2_name,stim1_step2_file,stim1_step2_basket_name,stim1_step2_basket_file,stim2_name,stim2_file,stim2_pair,stim2_deact_file,stim2_step2_name,stim2_step2_file,stim2_step2_basket_name,stim2_step2_basket_file,stim3_name,stim3_file,stim3_pair,stim3_deact_file,stim3_step2_name,stim3_step2_file,stim3_step2_basket_name,stim3_step2_basket_file,stim4_name,stim4_file,stim4_pair,stim4_deact_file,stim4_step2_name,stim4_step2_file,stim4_step2_basket_name,stim4_step2_basket_file,stim5_name,stim5_file,stim5_pair,stim5_deact_file,stim5_step2_name,stim5_step2_file,stim5_step2_basket_name,stim5_step2_basket_file,stim6_name,stim6_file,stim6_pair,stim6_deact_file,stim6_step2_name,stim6_step2_file,stim6_step2_basket_name,stim6_step2_basket_file,stim7_name,stim7_file,stim7_pair,stim7_deact_file,stim7_step2_name,stim7_step2_file,stim7_step2_basket_name,stim7_step2_basket_file,stim8_name,stim8_file,stim8_pair,stim8_deact_file,stim8_step2_name,stim8_step2_file,stim8_step2_basket_name,stim8_step2_basket_file,participant,session,date,expName,psychopyVersion,OS,frameRate,PROLIFIC_PID,STUDY_ID,SESSION_ID,consent_keyresp.keys,consent_keyresp.rt,consent_keyresp.duration,global_instructions1_key.keys,global_instructions1_key.rt,global_instructions1_key.duration,global_instructions2_key.keys,global_instructions2_key.rt,global_instructions2_key.duration,global_instructions3_key.keys,global_instructions3_key.rt,global_instructions3_key.duration,global_instructions4_key.keys,global_instructions4_key.rt,global_instructions4_key.duration,stake_instructions_key.keys,stake_instructions_key.rt,stake_instructions_key.duration,global_instructions5_key.keys,global_instructions5_key.rt,global_instructions5_key.duration,p_fixation_2.started,p_fixation_2.stopped,p_step1_keyresp.keys,p_step1_keyresp.rt,p_step1_keyresp.duration,p_step2_keyresp.keys,p_failStep2_keyresp.keys,p_failStep2_keyresp.rt,p_failStep2_keyresp.duration,p_step1_pair_index,p_step1_stimLeft_name,p_step1_stimLeft_pair,p_step1_stimLeft_reward,p_step1_stimLeft_step2Stim,p_step1_stimLeft_step2Basket,p_step1_stimRight_name,p_step1_stimRight_pair,p_step1_stimRight_reward,p_step1_stimRight_step2Stim,p_step1_stimRight_step2Basket,p_points,t_mult,p_fail_step1,p_fail_step2,p_reward_flag,p_step1_choice,p_step2_stim,p_step2_basket,p_score,practice.thisRepN,practice.thisTrialN,practice.thisN,practice.thisIndex,practice.ran,pair_index,p_mult,p_step2_keyresp.rt,p_step2_keyresp.duration,t_instructions_keyresp.keys,t_instructions_keyresp.rt,t_instructions_keyresp.duration,t_advice_reading.started,t_advice_reading.stopped,t_advice_mouse.x,t_advice_mouse.y,t_advice_mouse.leftButton,t_advice_mouse.midButton,t_advice_mouse.rightButton,t_advice_mouse.time,t_advice_mouse.clicked_name,t_advice_summary_textbox.text,t_advice_summary_mouse.x,t_advice_summary_mouse.y,t_advice_summary_mouse.leftButton,t_advice_summary_mouse.midButton,t_advice_summary_mouse.rightButton,t_advice_summary_mouse.time,t_advice_summary_mouse.clicked_name,t_instructions_2_keyresp.keys,t_instructions_2_keyresp.rt,t_instructions_2_keyresp.duration,t_step1_keyresp.keys,t_step1_pair_index,t_step1_stimLeft_name,t_step1_stimLeft_pair,t_step1_stimLeft_reward,t_step1_stimLeft_step2Stim,t_step1_stimLeft_step2Basket,t_step1_stimRight_name,t_step1_stimRight_pair,t_step1_stimRight_reward,t_step1_stimRight_step2Stim,t_step1_stimRight_step2Basket,t_points,t_fail_step1,t_fail_step2,t_reward_flag,t_step1_choice,t_step2_stim,t_step2_basket,globa_score,t_data_stimWalk0,t_data_stimWalk1,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,t_step1_keyresp.rt,t_step1_keyresp.duration,t_step2_keyresp.keys,t_step2_keyresp.rt,t_step2_keyresp.duration,break_key_resp.keys,break_key_resp.rt,break_key_resp.duration,pl_global_instructions_keyresp.keys,pl_global_instructions_keyresp.rt,pl_global_instructions_keyresp.duration,vb_instructions_keyresp.keys,vb_instructions_keyresp.rt,vb_instructions_keyresp.duration,vb_instructions_2_keyresp.keys,vb_instructions_2_keyresp.rt,vb_instructions_2_keyresp.duration,vb_textbox.text,vb_mouse.x,vb_mouse.y,vb_mouse.leftButton,vb_mouse.midButton,vb_mouse.rightButton,vb_mouse.time,vb_mouse.clicked_name,pl1_instructions1_keyresp.keys,pl1_instructions1_keyresp.rt,pl1_instructions1_keyresp.duration,pl1_instructions2_keyresp.keys,pl1_instructions2_keyresp.rt,pl1_instructions2_keyresp.duration,pl1_instructions3_keyresp.keys,pl1_instructions3_keyresp.rt,pl1_instructions3_keyresp.duration,pl1_instructions4_keyresp.keys,pl1_instructions4_keyresp.rt,pl1_instructions4_keyresp.duration,pl1_task_lickert.response,pl1_task_lickert.rt,pl1_task_confidence_lickert.response,pl1_task_confidence_lickert.rt,pl1_task_keyresp.keys,pl1_task_keyresp.rt,pl1_task_keyresp.duration,pl1_task_stimLeft,pl1_task_stimRight,pl1_loop.thisRepN,pl1_loop.thisTrialN,pl1_loop.thisN,pl1_loop.thisIndex,pl1_loop.ran,stimLeft_index,stimRight_index,pl2_instructions_keyresp.keys,pl2_instructions_keyresp.rt,pl2_instructions_keyresp.duration,pl2_task_lickert.response,pl2_task_lickert.rt,pl2_task_confidence_lickert.response,pl2_task_confidence_lickert.rt,pl2_task_keyresp.keys,pl2_task_keyresp.rt,pl2_task_keyresp.duration,pl2_task_gnome,pl2_task_forest,pl2_task_basket,pl2_loop.thisRepN,pl2_loop.thisTrialN,pl2_loop.thisN,pl2_loop.thisIndex,pl2_loop.ran,gnome_id,forest_id,end_keyresp.keys,end_keyresp.rt,end_keyresp.duration,show_trials.thisRepN,show_trials.thisTrialN,show_trials.thisN,show_trials.thisIndex,show_trials.ran
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,k,1,orange_gnome,1,2,bright_forest,red_basket,blue_gnome,1,6,dark_forest,yellow_basket,6,0,0,1,blue_gnome,dark_forest,yellow_basket,2884,0,-1,26,6,214,0,1,0.135,,space,0.477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,blue_gnome,1,5,dark_forest,yellow_basket,orange_gnome,1,2,bright_forest,red_basket,5,0,0,1,blue_gnome,dark_forest,yellow_basket,2889,-1,-2,26,7,215,0,1,0.333,,space,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,k,2,red_gnome,2,3,dark_forest,yellow_basket,yellow_gnome,2,1,bright_forest,red_basket,5,0,0,1,yellow_gnome,bright_forest,red_basket,2894,0,-1,27,0,216,5,1,0.533,,space,0.867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,orange_gnome,1,1,bright_forest,red_basket,blue_gnome,1,2,dark_forest,yellow_basket,5,0,0,1,orange_gnome,bright_forest,red_basket,2899,-4,-1,27,1,217,4,1,0.431,,space,0.416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,green_gnome,3,3,bright_forest,red_basket,pink_gnome,3,1,dark_forest,yellow_basket,3,0,0,1,green_gnome,bright_forest,red_basket,2902,1,-2,27,2,218,2,1,0.697,,space,0.387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,orange_gnome,1,4,bright_forest,red_basket,blue_gnome,1,1,dark_forest,yellow_basket,4,0,0,1,orange_gnome,bright_forest,red_basket,2906,1,0,27,3,219,0,1,0.655,,space,1.119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,red_gnome,2,1,dark_forest,yellow_basket,yellow_gnome,2,5,bright_forest,red_basket,5,0,0,1,red_gnome,dark_forest,yellow_basket,2911,-2,0,27,4,220,5,1,0.613,,space,0.669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,k,3,pink_gnome,3,1,dark_forest,yellow_basket,green_gnome,3,3,bright_forest,red_basket,15,0,0,1,green_gnome,bright_forest,red_basket,2926,2,-1,27,5,221,6,1,0.817,,space,0.518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,k,3,pink_gnome,3,0,dark_forest,yellow_basket,green_gnome,3,5,bright_forest,red_basket,5,0,0,1,green_gnome,bright_forest,red_basket,2931,-1,1,27,6,222,2,1,0.633,,space,0.359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,orange_gnome,1,4,bright_forest,red_basket,blue_gnome,1,1,dark_forest,yellow_basket,4,0,0,1,orange_gnome,bright_forest,red_basket,2935,1,-3,27,7,223,0,1,0.677,,space,0.195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,orange_gnome,1,5,bright_forest,red_basket,blue_gnome,1,2,dark_forest,yellow_basket,5,0,0,1,orange_gnome,bright_forest,red_basket,2940,-1,2,28,0,224,0,1,0.632,,space,0.748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,pink_gnome,3,4,dark_forest,yellow_basket,green_gnome,3,4,bright_forest,red_basket,4,0,0,1,pink_gnome,dark_forest,yellow_basket,2944,5,1,28,1,225,2,1,0.843,,space,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,blue_gnome,1,5,dark_forest,yellow_basket,orange_gnome,1,9,bright_forest,red_basket,25,0,0,1,blue_gnome,dark_forest,yellow_basket,2969,0,2,28,2,226,4,1,0.381,,space,0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,orange_gnome,1,9,bright_forest,red_basket,blue_gnome,1,7,dark_forest,yellow_basket,45,0,0,1,orange_gnome,bright_forest,red_basket,3014,2,4,28,3,227,4,1,0.212,,space,0.977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,green_gnome,3,7,bright_forest,red_basket,pink_gnome,3,7,dark_forest,yellow_basket,0,0,1,0,green_gnome,bright_forest,red_basket,3014,3,0,28,4,228,2,1,0.594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,green_gnome,3,8,bright_forest,red_basket,pink_gnome,3,7,dark_forest,yellow_basket,40,0,0,1,green_gnome,bright_forest,red_basket,3054,1,1,28,5,229,6,1,1.164,,space,0.697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,brown_gnome,4,9,bright_forest,red_basket,purple_gnome,4,8,dark_forest,yellow_basket,45,0,0,1,brown_gnome,bright_forest,red_basket,3099,2,0,28,6,230,7,1,0.581,,space,0.446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,k,3,pink_gnome,3,8,dark_forest,yellow_basket,green_gnome,3,7,bright_forest,red_basket,35,0,0,1,green_gnome,bright_forest,red_basket,3134,2,1,28,7,231,6,1,0.739,,space,0.831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,k,3,pink_gnome,3,9,dark_forest,yellow_basket,green_gnome,3,9,bright_forest,red_basket,9,0,0,1,green_gnome,bright_forest,red_basket,3143,2,-2,29,0,232,2,1,0.83,,space,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,s,3,green_gnome,3,7,bright_forest,red_basket,pink_gnome,3,7,dark_forest,yellow_basket,0,0,1,0,green_gnome,bright_forest,red_basket,3143,0,3,29,1,233,2,1,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,brown_gnome,4,7,bright_forest,red_basket,purple_gnome,4,8,dark_forest,yellow_basket,0,0,1,0,brown_gnome,bright_forest,red_basket,3143,0,-4,29,2,234,7,1,0.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,red_gnome,2,4,dark_forest,yellow_basket,yellow_gnome,2,7,bright_forest,red_basket,4,0,0,1,red_gnome,dark_forest,yellow_basket,3147,-1,-5,29,3,235,1,1,0.467,,space,0.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,k,4,purple_gnome,4,1,dark_forest,yellow_basket,brown_gnome,4,6,bright_forest,red_basket,6,0,0,1,brown_gnome,bright_forest,red_basket,3153,2,4,29,4,236,3,1,0.382,,space,1.316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,s,2,red_gnome,2,5,dark_forest,yellow_basket,yellow_gnome,2,8,bright_forest,red_basket,5,0,0,1,red_gnome,dark_forest,yellow_basket,3158,2,0,29,5,237,1,1,0.501,,space,0.447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,s,4,brown_gnome,4,8,bright_forest,red_basket,purple_gnome,4,5,dark_forest,yellow_basket,8,0,0,1,brown_gnome,bright_forest,red_basket,3166,-2,2,29,6,238,3,1,0.069,,space,0.375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,601565,001,2024-06-18_18h30.57.326,experiment,2023.2.3,Win32,60.0240096,664364feba09c0fa5f34ef0f,667188dfe6b7144a6371082a,6671c3fcb2b1e713ae971763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,s,1,blue_gnome,1,7,dark_forest,yellow_basket,orange_gnome,1,6,bright_forest,red_basket,35,0,0,1,blue_gnome,dark_forest,yellow_basket,3201,-3,0,29,7,239,4,1,0.275,,space,0.479,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
