"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_step2_keyresp.rt","p_step2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",1.21,,"space",0.622,,1,"brown_gnome",1,3,"dark_forest","yellow_basket","orange_gnome",1,1,"bright_forest","red_basket",1,0,0,1,"orange_gnome","bright_forest","red_basket",671,4,1,37,0,148,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"s",0.328,,"space",0.479,,2,"pink_gnome",2,4,"dark_forest","yellow_basket","green_gnome",2,5,"bright_forest","red_basket",4,0,0,1,"pink_gnome","dark_forest","yellow_basket",675,1,-2,37,1,149,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"s",0.175,,"space",0.492,,4,"purple_gnome",4,2,"dark_forest","yellow_basket","blue_gnome",4,6,"bright_forest","red_basket",2,0,0,1,"purple_gnome","dark_forest","yellow_basket",677,-1,-1,37,2,150,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.295,,"space",0.489,,1,"orange_gnome",1,5,"bright_forest","red_basket","brown_gnome",1,1,"dark_forest","yellow_basket",1,0,0,1,"brown_gnome","dark_forest","yellow_basket",678,3,3,37,3,151,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.106,,"space",0.588,,2,"pink_gnome",2,4,"dark_forest","yellow_basket","green_gnome",2,8,"bright_forest","red_basket",8,0,0,1,"green_gnome","bright_forest","red_basket",686,0,3,38,0,152,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.633,,"space",0.405,,2,"pink_gnome",2,7,"dark_forest","yellow_basket","green_gnome",2,8,"bright_forest","red_basket",8,0,0,1,"green_gnome","bright_forest","red_basket",694,-2,-2,38,1,153,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.457,,"space",0.793,,1,"brown_gnome",1,5,"dark_forest","yellow_basket","orange_gnome",1,6,"bright_forest","red_basket",6,0,0,1,"orange_gnome","bright_forest","red_basket",700,2,-2,38,2,154,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.062,,"space",0.527,,4,"purple_gnome",4,3,"dark_forest","yellow_basket","blue_gnome",4,8,"bright_forest","red_basket",8,0,0,1,"blue_gnome","bright_forest","red_basket",708,0,0,38,3,155,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.039,,"space",0.294,,1,"brown_gnome",1,3,"dark_forest","yellow_basket","orange_gnome",1,8,"bright_forest","red_basket",8,0,0,1,"orange_gnome","bright_forest","red_basket",716,1,3,39,0,156,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.425,,"space",0.211,,4,"blue_gnome",4,9,"bright_forest","red_basket","purple_gnome",4,6,"dark_forest","yellow_basket",6,0,0,1,"purple_gnome","dark_forest","yellow_basket",722,-2,4,39,1,157,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.274,,"space",0.641,,4,"blue_gnome",4,7,"bright_forest","red_basket","purple_gnome",4,8,"dark_forest","yellow_basket",8,0,0,1,"purple_gnome","dark_forest","yellow_basket",730,-1,-1,39,2,158,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.059,,"space",0.507,,1,"brown_gnome",1,7,"dark_forest","yellow_basket","orange_gnome",1,6,"bright_forest","red_basket",6,0,0,1,"orange_gnome","bright_forest","red_basket",736,0,0,39,3,159,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.076,,"space",0.589,,4,"purple_gnome",4,7,"dark_forest","yellow_basket","blue_gnome",4,6,"bright_forest","red_basket",6,0,0,1,"blue_gnome","bright_forest","red_basket",742,1,2,40,0,160,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"s",0.289,,"space",0.41,,3,"yellow_gnome",3,9,"dark_forest","yellow_basket","red_gnome",3,7,"bright_forest","red_basket",9,0,0,1,"yellow_gnome","dark_forest","yellow_basket",751,-1,0,40,1,161,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.311,,"space",0.105,,3,"red_gnome",3,6,"bright_forest","red_basket","yellow_gnome",3,9,"dark_forest","yellow_basket",9,0,0,1,"yellow_gnome","dark_forest","yellow_basket",760,-1,5,40,2,162,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"s",0.524,,"space",0.408,,3,"yellow_gnome",3,4,"dark_forest","yellow_basket","red_gnome",3,5,"bright_forest","red_basket",4,0,0,1,"yellow_gnome","dark_forest","yellow_basket",764,2,-2,40,3,163,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.049,,"space",0.32,,3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,2,"dark_forest","yellow_basket",2,0,0,1,"yellow_gnome","dark_forest","yellow_basket",766,2,-1,41,0,164,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"s",0.126,,"space",0.488,,4,"purple_gnome",4,1,"dark_forest","yellow_basket","blue_gnome",4,9,"bright_forest","red_basket",1,0,0,1,"purple_gnome","dark_forest","yellow_basket",767,-2,-2,41,1,165,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.545,,"space",0.043,,3,"yellow_gnome",3,1,"dark_forest","yellow_basket","red_gnome",3,7,"bright_forest","red_basket",7,0,0,1,"red_gnome","bright_forest","red_basket",774,0,-2,41,2,166,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.061,,"space",0.405,,4,"purple_gnome",4,1,"dark_forest","yellow_basket","blue_gnome",4,7,"bright_forest","red_basket",7,0,0,1,"blue_gnome","bright_forest","red_basket",781,0,-2,41,3,167,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.292,,"space",0.489,,2,"green_gnome",2,7,"bright_forest","red_basket","pink_gnome",2,1,"dark_forest","yellow_basket",1,0,0,1,"pink_gnome","dark_forest","yellow_basket",782,1,2,42,0,168,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"s",0.127,,"space",0.489,,4,"blue_gnome",4,8,"bright_forest","red_basket","purple_gnome",4,3,"dark_forest","yellow_basket",8,0,0,1,"blue_gnome","bright_forest","red_basket",790,-3,2,42,1,169,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",893059,1,"2024-05-06_18h34.56.566","experiment","2023.2.3","MacIntel",62.5,"5d61a78c6512d700179fad0e","6638ede3ddbc5fcdff14e9cd","663913fcf617c90e9e8ae8fb","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,"",,,"",,,,,,,,,,,"",,,,,,,,"","",,,"k",0.257,,"space",0.445,,1,"brown_gnome",1,5,"dark_forest","yellow_basket","orange_gnome",1,5,"bright_forest","red_basket",5,0,0,1,"orange_gnome","bright_forest","red_basket",795,0,1,42,2,170,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
