"parent_PID","stim1_name","stim1_file","stim1_pair","stim1_deact_file","stim1_step2_name","stim1_step2_file","stim1_step2_basket_name","stim1_step2_basket_file","stim2_name","stim2_file","stim2_pair","stim2_deact_file","stim2_step2_name","stim2_step2_file","stim2_step2_basket_name","stim2_step2_basket_file","stim3_name","stim3_file","stim3_pair","stim3_deact_file","stim3_step2_name","stim3_step2_file","stim3_step2_basket_name","stim3_step2_basket_file","stim4_name","stim4_file","stim4_pair","stim4_deact_file","stim4_step2_name","stim4_step2_file","stim4_step2_basket_name","stim4_step2_basket_file","stim5_name","stim5_file","stim5_pair","stim5_deact_file","stim5_step2_name","stim5_step2_file","stim5_step2_basket_name","stim5_step2_basket_file","stim6_name","stim6_file","stim6_pair","stim6_deact_file","stim6_step2_name","stim6_step2_file","stim6_step2_basket_name","stim6_step2_basket_file","stim7_name","stim7_file","stim7_pair","stim7_deact_file","stim7_step2_name","stim7_step2_file","stim7_step2_basket_name","stim7_step2_basket_file","stim8_name","stim8_file","stim8_pair","stim8_deact_file","stim8_step2_name","stim8_step2_file","stim8_step2_basket_name","stim8_step2_basket_file","participant","session","date","expName","psychopyVersion","OS","frameRate","PROLIFIC_PID","STUDY_ID","SESSION_ID","consent_keyresp.keys","consent_keyresp.rt","consent_keyresp.duration","global_instructions1_key.keys","global_instructions1_key.rt","global_instructions1_key.duration","global_instructions2_key.keys","global_instructions2_key.rt","global_instructions2_key.duration","global_instructions3_key.keys","global_instructions3_key.rt","global_instructions3_key.duration","global_instructions4_key.keys","global_instructions4_key.rt","global_instructions4_key.duration","global_instructions5_key.keys","global_instructions5_key.rt","global_instructions5_key.duration","p_fixation_2.started","p_fixation_2.stopped","p_step1_keyresp.keys","p_step1_keyresp.rt","p_step1_keyresp.duration","p_step2_keyresp.keys","p_failStep2_keyresp.keys","p_failStep2_keyresp.rt","p_failStep2_keyresp.duration","p_step1_pair_index","p_step1_stimLeft_name","p_step1_stimLeft_pair","p_step1_stimLeft_reward","p_step1_stimLeft_step2Stim","p_step1_stimLeft_step2Basket","p_step1_stimRight_name","p_step1_stimRight_pair","p_step1_stimRight_reward","p_step1_stimRight_step2Stim","p_step1_stimRight_step2Basket","p_points","p_fail_step1","p_fail_step2","p_reward_flag","p_step1_choice","p_step2_stim","p_step2_basket","p_score","practice.thisRepN","practice.thisTrialN","practice.thisN","practice.thisIndex","practice.ran","pair_index","p_step2_keyresp.rt","p_step2_keyresp.duration","t_instructions_keyresp.keys","t_instructions_keyresp.rt","t_instructions_keyresp.duration","t_advice_reading.started","t_advice_reading.stopped","t_advice_mouse.x","t_advice_mouse.y","t_advice_mouse.leftButton","t_advice_mouse.midButton","t_advice_mouse.rightButton","t_advice_mouse.time","t_advice_mouse.clicked_name","t_advice_summary_textbox.text","t_advice_summary_mouse.x","t_advice_summary_mouse.y","t_advice_summary_mouse.leftButton","t_advice_summary_mouse.midButton","t_advice_summary_mouse.rightButton","t_advice_summary_mouse.time","t_advice_summary_mouse.clicked_name","t_instructions_2_keyresp.keys","t_instructions_2_keyresp.rt","t_instructions_2_keyresp.duration","t_step1_keyresp.keys","t_step1_keyresp.rt","t_step1_keyresp.duration","t_step2_keyresp.keys","t_step2_keyresp.rt","t_step2_keyresp.duration","t_step1_pair_index","t_step1_stimLeft_name","t_step1_stimLeft_pair","t_step1_stimLeft_reward","t_step1_stimLeft_step2Stim","t_step1_stimLeft_step2Basket","t_step1_stimRight_name","t_step1_stimRight_pair","t_step1_stimRight_reward","t_step1_stimRight_step2Stim","t_step1_stimRight_step2Basket","t_points","t_fail_step1","t_fail_step2","t_reward_flag","t_step1_choice","t_step2_stim","t_step2_basket","globa_score","t_data_stimWalk0","t_data_stimWalk1","trials.thisRepN","trials.thisTrialN","trials.thisN","trials.thisIndex","trials.ran","break_key_resp.keys","break_key_resp.rt","break_key_resp.duration","pl_global_instructions_keyresp.keys","pl_global_instructions_keyresp.rt","pl_global_instructions_keyresp.duration","vb_instructions_keyresp.keys","vb_instructions_keyresp.rt","vb_instructions_keyresp.duration","vb_instructions_2_keyresp.keys","vb_instructions_2_keyresp.rt","vb_instructions_2_keyresp.duration","vb_textbox.text","vb_mouse.x","vb_mouse.y","vb_mouse.leftButton","vb_mouse.midButton","vb_mouse.rightButton","vb_mouse.time","vb_mouse.clicked_name","pl1_instructions1_keyresp.keys","pl1_instructions1_keyresp.rt","pl1_instructions1_keyresp.duration","pl1_instructions2_keyresp.keys","pl1_instructions2_keyresp.rt","pl1_instructions2_keyresp.duration","pl1_instructions3_keyresp.keys","pl1_instructions3_keyresp.rt","pl1_instructions3_keyresp.duration","pl1_instructions4_keyresp.keys","pl1_instructions4_keyresp.rt","pl1_instructions4_keyresp.duration","pl1_task_lickert.response","pl1_task_lickert.rt","pl1_task_confidence_lickert.response","pl1_task_confidence_lickert.rt","pl1_task_keyresp.keys","pl1_task_keyresp.rt","pl1_task_keyresp.duration","pl1_task_stimLeft","pl1_task_stimRight","pl1_loop.thisRepN","pl1_loop.thisTrialN","pl1_loop.thisN","pl1_loop.thisIndex","pl1_loop.ran","stimLeft_index","stimRight_index","pl2_instructions_keyresp.keys","pl2_instructions_keyresp.rt","pl2_instructions_keyresp.duration","pl2_task_lickert.response","pl2_task_lickert.rt","pl2_task_confidence_lickert.response","pl2_task_confidence_lickert.rt","pl2_task_keyresp.keys","pl2_task_keyresp.rt","pl2_task_keyresp.duration","pl2_task_gnome","pl2_task_forest","pl2_task_basket","pl2_loop.thisRepN","pl2_loop.thisTrialN","pl2_loop.thisN","pl2_loop.thisIndex","pl2_loop.ran","gnome_id","forest_id","end_keyresp.keys","end_keyresp.rt","end_keyresp.duration","show_trials.thisRepN","show_trials.thisTrialN","show_trials.thisN","show_trials.thisIndex","show_trials.ran"
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6653,,"space",0.3921,,4,"purple_gnome",4,3,"dark_forest","yellow_basket","blue_gnome",4,3,"bright_forest","red_basket",3,0,0,1,"blue_gnome","bright_forest","red_basket",400,0,-4,20,2,82,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.4553,,"space",0.3109,,4,"blue_gnome",4,3,"bright_forest","red_basket","purple_gnome",4,1,"dark_forest","yellow_basket",1,0,0,1,"purple_gnome","dark_forest","yellow_basket",401,2,0,20,3,83,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5819,,"space",0.3248,,3,"red_gnome",3,5,"bright_forest","red_basket","yellow_gnome",3,1,"dark_forest","yellow_basket",1,0,0,1,"yellow_gnome","dark_forest","yellow_basket",402,2,-1,21,0,84,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.8202,,"space",0.3393,,3,"red_gnome",3,7,"bright_forest","red_basket","yellow_gnome",3,0,"dark_forest","yellow_basket",7,0,0,1,"red_gnome","bright_forest","red_basket",409,3,-5,21,1,85,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.7547,,"space",0.4506,,4,"purple_gnome",4,5,"dark_forest","yellow_basket","blue_gnome",4,8,"bright_forest","red_basket",8,0,0,1,"blue_gnome","bright_forest","red_basket",417,-2,2,21,2,86,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6573,,"space",0.3208,,1,"brown_gnome",1,7,"dark_forest","yellow_basket","orange_gnome",1,6,"bright_forest","red_basket",6,0,0,1,"orange_gnome","bright_forest","red_basket",423,2,-2,21,3,87,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.5922,,"space",0.3038,,1,"orange_gnome",1,8,"bright_forest","red_basket","brown_gnome",1,5,"dark_forest","yellow_basket",8,0,0,1,"orange_gnome","bright_forest","red_basket",431,-1,-4,22,0,88,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5107,,"space",0.318,,1,"brown_gnome",1,1,"dark_forest","yellow_basket","orange_gnome",1,7,"bright_forest","red_basket",7,0,0,1,"orange_gnome","bright_forest","red_basket",438,6,-3,22,1,89,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5416,,"space",0.4608,,2,"pink_gnome",2,2,"dark_forest","yellow_basket","green_gnome",2,5,"bright_forest","red_basket",5,0,0,1,"green_gnome","bright_forest","red_basket",443,-3,-1,22,2,90,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5403,,"space",0.3635,,4,"purple_gnome",4,1,"dark_forest","yellow_basket","blue_gnome",4,2,"bright_forest","red_basket",2,0,0,1,"blue_gnome","bright_forest","red_basket",445,1,-1,22,3,91,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6187,,"space",0.4256,,3,"red_gnome",3,3,"bright_forest","red_basket","yellow_gnome",3,0,"dark_forest","yellow_basket",3,0,0,1,"red_gnome","bright_forest","red_basket",448,0,1,23,0,92,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6489,,"space",0.3923,,4,"purple_gnome",4,1,"dark_forest","yellow_basket","blue_gnome",4,3,"bright_forest","red_basket",1,0,0,1,"purple_gnome","dark_forest","yellow_basket",449,-1,1,23,1,93,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5193,,"space",0.4062,,2,"pink_gnome",2,2,"dark_forest","yellow_basket","green_gnome",2,2,"bright_forest","red_basket",2,0,0,1,"green_gnome","bright_forest","red_basket",451,0,-1,23,2,94,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,4,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.5976,,"space",0.3251,,4,"blue_gnome",4,2,"bright_forest","red_basket","purple_gnome",4,1,"dark_forest","yellow_basket",2,0,0,1,"blue_gnome","bright_forest","red_basket",453,2,-1,23,3,95,3,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.6282,,"space",0.4039,,3,"yellow_gnome",3,0,"dark_forest","yellow_basket","red_gnome",3,4,"bright_forest","red_basket",4,0,0,1,"red_gnome","bright_forest","red_basket",457,0,3,24,0,96,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.803,,"space",0.3067,,2,"pink_gnome",2,3,"dark_forest","yellow_basket","green_gnome",2,4,"bright_forest","red_basket",3,0,0,1,"pink_gnome","dark_forest","yellow_basket",460,1,0,24,1,97,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,1,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.7374,,"space",0.3051,,1,"brown_gnome",1,3,"dark_forest","yellow_basket","orange_gnome",1,5,"bright_forest","red_basket",3,0,0,1,"brown_gnome","dark_forest","yellow_basket",463,0,2,24,2,98,0,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6083,,"space",0.3192,,3,"red_gnome",3,5,"bright_forest","red_basket","yellow_gnome",3,5,"dark_forest","yellow_basket",5,0,0,1,"red_gnome","bright_forest","red_basket",468,1,-1,24,3,99,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.8463,,"space",0.285,,3,"red_gnome",3,6,"bright_forest","red_basket","yellow_gnome",3,4,"dark_forest","yellow_basket",4,0,0,1,"yellow_gnome","dark_forest","yellow_basket",472,-2,2,25,0,100,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.7965,,"space",0.4759,,2,"green_gnome",2,4,"bright_forest","red_basket","pink_gnome",2,6,"dark_forest","yellow_basket",6,0,0,1,"pink_gnome","dark_forest","yellow_basket",478,2,-1,25,1,101,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,3,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.4909,,"space",0.4106,,3,"yellow_gnome",3,5,"dark_forest","yellow_basket","red_gnome",3,6,"bright_forest","red_basket",6,0,0,1,"red_gnome","bright_forest","red_basket",484,2,1,25,2,102,2,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"k",0.5538,,"space",0.3934,,2,"green_gnome",2,8,"bright_forest","red_basket","pink_gnome",2,6,"dark_forest","yellow_basket",6,0,0,1,"pink_gnome","dark_forest","yellow_basket",490,0,-3,25,3,103,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
"","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","","","",,"","","","","",916306,1,"2024-05-06_18h32.09.994","experiment","2023.2.3","Win32",60.60606061,"6400dda2194f05272ee25290","6638ede3ddbc5fcdff14e9cd","663913f7dc2e41e6bf41273c","",,,"",,,"",,,"",,,"",,,"",,,,,"",,,"","",,,,"",,,"","","",,,"","",,,,,"","","",,,,,,,2,,,"",,,,,,,,,,,"","",,,,,,,"","",,,"s",0.6328,,"space",0.344,,2,"pink_gnome",2,3,"dark_forest","yellow_basket","green_gnome",2,8,"bright_forest","red_basket",3,0,0,1,"pink_gnome","dark_forest","yellow_basket",493,0,-4,26,0,104,1,1,"",,,"",,,"",,,"",,,"",,,,,,,"","",,,"",,,"",,,"",,,,,,,"",,,"","",,,,,,,,"",,,,,,,"",,,"","","",,,,,,,,"",,,,,,,
